2024-06-12 11:47:17.294 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2024-06-12 11:47:17.333 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2024-06-12 11:47:17.342 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2024-06-12 11:47:17.461 [RMI TCP Connection(2)-127.0.0.1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.3.1.Final
2024-06-12 11:47:18.374 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BasicTypeReference@44348db4
2024-06-12 11:47:18.374 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BasicTypeReference@44348db4
2024-06-12 11:47:18.374 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.BasicTypeReference@2edf0c2a
2024-06-12 11:47:18.375 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob_wrapper -> org.hibernate.type.BasicTypeReference@21971239
2024-06-12 11:47:18.375 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.BasicTypeReference@3d31986
2024-06-12 11:47:18.375 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.BasicTypeReference@3d31986
2024-06-12 11:47:18.376 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.BasicTypeReference@3d31986
2024-06-12 11:47:18.376 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.BasicTypeReference@636a7d65
2024-06-12 11:47:18.377 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration int -> org.hibernate.type.BasicTypeReference@636a7d65
2024-06-12 11:47:18.377 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.BasicTypeReference@636a7d65
2024-06-12 11:47:18.377 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.BasicTypeReference@3582937e
2024-06-12 11:47:18.378 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.BasicTypeReference@3582937e
2024-06-12 11:47:18.378 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.BasicTypeReference@3582937e
2024-06-12 11:47:18.379 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.BasicTypeReference@2c9d492d
2024-06-12 11:47:18.379 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.BasicTypeReference@2c9d492d
2024-06-12 11:47:18.380 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.BasicTypeReference@2c9d492d
2024-06-12 11:47:18.380 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.BasicTypeReference@37997a11
2024-06-12 11:47:18.380 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.BasicTypeReference@37997a11
2024-06-12 11:47:18.381 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.BasicTypeReference@37997a11
2024-06-12 11:47:18.381 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BasicTypeReference@728a8d2
2024-06-12 11:47:18.381 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BasicTypeReference@728a8d2
2024-06-12 11:47:18.381 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BasicTypeReference@2610d22a
2024-06-12 11:47:18.382 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BasicTypeReference@2610d22a
2024-06-12 11:47:18.382 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration character -> org.hibernate.type.BasicTypeReference@600223e4
2024-06-12 11:47:18.382 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration char -> org.hibernate.type.BasicTypeReference@600223e4
2024-06-12 11:47:18.383 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.BasicTypeReference@600223e4
2024-06-12 11:47:18.383 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration character_nchar -> org.hibernate.type.BasicTypeReference@1cb78407
2024-06-12 11:47:18.383 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration string -> org.hibernate.type.BasicTypeReference@5e9bd17b
2024-06-12 11:47:18.383 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.BasicTypeReference@5e9bd17b
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.BasicTypeReference@7ebad900
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.BasicTypeReference@f56d830
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.BasicTypeReference@f56d830
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.BasicTypeReference@f56d830
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.BasicTypeReference@2f61f261
2024-06-12 11:47:18.384 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration text -> org.hibernate.type.BasicTypeReference@2ff1feff
2024-06-12 11:47:18.385 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.BasicTypeReference@7ab50d8
2024-06-12 11:47:18.385 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.BasicTypeReference@3e859f45
2024-06-12 11:47:18.385 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.BasicTypeReference@3e859f45
2024-06-12 11:47:18.386 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.BasicTypeReference@1ed7800e
2024-06-12 11:47:18.386 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.BasicTypeReference@1ed7800e
2024-06-12 11:47:18.386 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.BasicTypeReference@3e71832d
2024-06-12 11:47:18.386 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob_char_array -> org.hibernate.type.BasicTypeReference@630129ab
2024-06-12 11:47:18.387 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob_character_array -> org.hibernate.type.BasicTypeReference@71ecfd39
2024-06-12 11:47:18.387 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.BasicTypeReference@5399d4fa
2024-06-12 11:47:18.387 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob_character_array -> org.hibernate.type.BasicTypeReference@61c34d4f
2024-06-12 11:47:18.387 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob_char_array -> org.hibernate.type.BasicTypeReference@b656cad
2024-06-12 11:47:18.388 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.BasicTypeReference@1d765dcd
2024-06-12 11:47:18.388 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.BasicTypeReference@1d765dcd
2024-06-12 11:47:18.388 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.BasicTypeReference@55649d
2024-06-12 11:47:18.388 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.BasicTypeReference@55649d
2024-06-12 11:47:18.389 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.BasicTypeReference@7b07f8ed
2024-06-12 11:47:18.389 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.BasicTypeReference@7b07f8ed
2024-06-12 11:47:18.389 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.BasicTypeReference@5b27e324
2024-06-12 11:47:18.389 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.BasicTypeReference@5b27e324
2024-06-12 11:47:18.390 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.BasicTypeReference@741055b8
2024-06-12 11:47:18.390 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.BasicTypeReference@741055b8
2024-06-12 11:47:18.390 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@5fcaa62b
2024-06-12 11:47:18.390 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@1bceedaf
2024-06-12 11:47:18.390 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.BasicTypeReference@7f141331
2024-06-12 11:47:18.391 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.BasicTypeReference@7f141331
2024-06-12 11:47:18.391 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeUtc -> org.hibernate.type.BasicTypeReference@95f24fe
2024-06-12 11:47:18.391 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeWithTimezone -> org.hibernate.type.BasicTypeReference@32e2000
2024-06-12 11:47:18.391 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@6fe1065f
2024-06-12 11:47:18.391 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.BasicTypeReference@30330d09
2024-06-12 11:47:18.392 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.BasicTypeReference@30330d09
2024-06-12 11:47:18.392 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@40bbb725
2024-06-12 11:47:18.392 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@3267b112
2024-06-12 11:47:18.393 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration date -> org.hibernate.type.BasicTypeReference@55538aff
2024-06-12 11:47:18.393 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.BasicTypeReference@55538aff
2024-06-12 11:47:18.393 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration time -> org.hibernate.type.BasicTypeReference@7d209e19
2024-06-12 11:47:18.393 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.BasicTypeReference@7d209e19
2024-06-12 11:47:18.394 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.BasicTypeReference@60bf0c07
2024-06-12 11:47:18.394 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.BasicTypeReference@60bf0c07
2024-06-12 11:47:18.395 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.BasicTypeReference@60bf0c07
2024-06-12 11:47:18.395 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.BasicTypeReference@6fdfde23
2024-06-12 11:47:18.395 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.BasicTypeReference@6fdfde23
2024-06-12 11:47:18.396 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.BasicTypeReference@6fdfde23
2024-06-12 11:47:18.396 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.BasicTypeReference@2612a555
2024-06-12 11:47:18.396 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.BasicTypeReference@5fbb37d8
2024-06-12 11:47:18.396 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration instant -> org.hibernate.type.BasicTypeReference@477cc71c
2024-06-12 11:47:18.397 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.BasicTypeReference@477cc71c
2024-06-12 11:47:18.397 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration uuid -> org.hibernate.type.BasicTypeReference@56c33716
2024-06-12 11:47:18.397 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.BasicTypeReference@56c33716
2024-06-12 11:47:18.398 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration pg-uuid -> org.hibernate.type.BasicTypeReference@56c33716
2024-06-12 11:47:18.398 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.BasicTypeReference@65c80896
2024-06-12 11:47:18.399 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.BasicTypeReference@63cbf600
2024-06-12 11:47:18.399 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration class -> org.hibernate.type.BasicTypeReference@42ae9942
2024-06-12 11:47:18.400 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.BasicTypeReference@42ae9942
2024-06-12 11:47:18.400 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.BasicTypeReference@d9a6d86
2024-06-12 11:47:18.400 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Currency -> org.hibernate.type.BasicTypeReference@d9a6d86
2024-06-12 11:47:18.401 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.BasicTypeReference@d9a6d86
2024-06-12 11:47:18.401 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.BasicTypeReference@2833581b
2024-06-12 11:47:18.401 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.BasicTypeReference@2833581b
2024-06-12 11:47:18.402 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.BasicTypeReference@1474d0eb
